Вечное сияние чистого разума,"драма, комедия, мелодрама","2004, США",8.1
Ангел А,"мелодрама, комедия","2005, Франция",8.1
Вперёд,"анимация, семейный, приключения, комедия, фэнтези","2019, США",8.1
Добро пожаловать в Зомбилэнд,"комедия, ужасы","2009, США",8.1
Кунг-Фу Панда 2,"комедия, анимация","2011, США",8.1
Город героев,"комедия, боевик, анимация, семейный","2014, США",8.1
Семейка Крудс,"анимация, комедия, приключения, семейный","2013, США",8.1
Ёлки-иголки,"комедия, семейный","2022, Россия",8.1
Доспехи Бога,"приключения, боевик, комедия","1987, Гонконг / Югославия",8.1
Красотка,комедия,"1990, США",8.1
Шрэк навсегда,"сказка, приключения, семейный, анимация, комедия","2010, США",8.1
Непослушник,комедия,"2021, Россия",8.1
Шоколад,"драма, комедия, мелодрама","2000, Великобритания / США",8.1
Рыцарь дня,"боевик, комедия","2010, США",8.1
Гадкий я 3,"приключения, комедия, анимация","2017, США",8.1
Тайная жизнь домашних животных 2,"анимация, комедия","2019, США",8.1
Неадекватные люди,комедия,"2010, Россия",8.0
Монстры на каникулах 3: Море зовет,"анимация, семейный, комедия","2018, США",8.0
